# league	bet_key	samples	success	fail	success_rate	matches	ht_matches	avg_ft_goals	avg_ht_goals	goals_0	goals_1	goals_2	goals_3	goals_4_plus	rate_o05_ft	rate_o15_ft	rate_o25_ft	rate_o35_ft	rate_exact_2	rate_exact_3	home_scored_rate	away_scored_rate	btts_rate	home_win_rate	draw_rate	away_win_rate	rate_ht05	rate_ht15	rate_ht_home_lead	rate_ht_draw	rate_ht_away_lead	rate_ht1x_home
superliga serbia	U35_FT	44	29	15	0.659091	44	44	2.681818	1.272727	6	5	11	7	15	0.863636	0.750000	0.500000	0.340909	0.250000	0.159091	0.818182	0.636364	0.590909	0.409091	0.386364	0.204545	0.681818	0.386364	0.363636	0.477273	0.159091	0.840909
premiership	U35_FT	117	77	40	0.658120	117	117	2.863248	1.282051	8	20	27	22	40	0.931624	0.760684	0.529915	0.341880	0.230769	0.188034	0.820513	0.641026	0.529915	0.504274	0.213675	0.282051	0.760684	0.350427	0.427350	0.350427	0.222222	0.777778
austrian bundesliga	U35_FT	35	23	12	0.657143	35	35	2.628571	1.085714	3	6	8	6	12	0.914286	0.742857	0.514286	0.342857	0.228571	0.171429	0.800000	0.628571	0.514286	0.400000	0.285714	0.314286	0.600000	0.342857	0.285714	0.428571	0.285714	0.714286
international friendlies	TEAM2_SCORE_FT	125	82	43	0.656000	125	125	2.496000	1.240000	19	23	25	21	37	0.848000	0.664000	0.464000	0.296000	0.200000	0.168000	0.672000	0.656000	0.480000	0.336000	0.360000	0.304000	0.712000	0.360000	0.272000	0.376000	0.352000	0.648000
ligue 2	HT05	150	98	52	0.653333	150	150	2.426667	1.120000	22	28	32	33	35	0.853333	0.666667	0.453333	0.233333	0.213333	0.220000	0.680000	0.666667	0.493333	0.400000	0.333333	0.266667	0.653333	0.286667	0.300000	0.440000	0.260000	0.740000
serie b	TEAM2_SCORE_FT	217	141	76	0.649770	217	217	2.589862	1.156682	15	38	56	52	56	0.930876	0.755760	0.497696	0.258065	0.258065	0.239631	0.797235	0.649770	0.516129	0.465438	0.285714	0.248848	0.714286	0.345622	0.322581	0.442396	0.235023	0.764977
super league switzerland	O25_FT	108	70	38	0.648148	108	108	3.259259	1.481481	4	11	23	31	39	0.962963	0.861111	0.648148	0.361111	0.212963	0.287037	0.861111	0.787037	0.685185	0.407407	0.287037	0.305556	0.777778	0.425926	0.407407	0.379630	0.212963	0.787037
international friendlies	HT1X_HOME	125	81	44	0.648000	125	125	2.496000	1.240000	19	23	25	21	37	0.848000	0.664000	0.464000	0.296000	0.200000	0.168000	0.672000	0.656000	0.480000	0.336000	0.360000	0.304000	0.712000	0.360000	0.272000	0.376000	0.352000	0.648000
copa del rey	HT05	17	11	6	0.647059	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882
copa del rey	O25_FT	17	11	6	0.647059	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882
liga portugal	TEAM2_SCORE_FT	155	100	55	0.645161	155	155	2.741935	1.212903	9	28	29	41	48	0.941935	0.761290	0.574194	0.309677	0.187097	0.264516	0.787097	0.645161	0.490323	0.464516	0.251613	0.283871	0.677419	0.348387	0.322581	0.432258	0.245161	0.754839
coupe de france	TEAM1_SCORE_FT	76	49	27	0.644737	76	76	3.223684	1.381579	7	8	16	13	32	0.907895	0.802632	0.592105	0.421053	0.210526	0.171053	0.644737	0.763158	0.500000	0.276316	0.263158	0.460526	0.723684	0.368421	0.223684	0.407895	0.368421	0.631579
serie a brazil	O15_FT	157	101	56	0.643312	157	157	2.312102	1.108280	19	37	34	35	32	0.878981	0.643312	0.426752	0.203822	0.216561	0.222930	0.757962	0.566879	0.445860	0.490446	0.292994	0.216561	0.707006	0.312102	0.407643	0.426752	0.165605	0.834395
liga portugal 2	O15_FT	156	100	56	0.641026	156	156	2.423077	0.948718	17	39	26	40	34	0.891026	0.641026	0.474359	0.217949	0.166667	0.256410	0.711538	0.615385	0.435897	0.467949	0.217949	0.314103	0.583333	0.250000	0.288462	0.512821	0.198718	0.801282
premiership	TEAM2_SCORE_FT	117	75	42	0.641026	117	117	2.863248	1.282051	8	20	27	22	40	0.931624	0.760684	0.529915	0.341880	0.230769	0.188034	0.820513	0.641026	0.529915	0.504274	0.213675	0.282051	0.760684	0.350427	0.427350	0.350427	0.222222	0.777778
hnl croatia	U35_FT	25	16	9	0.640000	25	25	2.760000	1.320000	2	4	5	5	9	0.920000	0.760000	0.560000	0.360000	0.200000	0.200000	0.840000	0.760000	0.680000	0.360000	0.360000	0.280000	0.760000	0.440000	0.240000	0.440000	0.320000	0.680000
super league switzerland	U35_FT	108	69	39	0.638889	108	108	3.259259	1.481481	4	11	23	31	39	0.962963	0.861111	0.648148	0.361111	0.212963	0.287037	0.861111	0.787037	0.685185	0.407407	0.287037	0.305556	0.777778	0.425926	0.407407	0.379630	0.212963	0.787037
uefa europa conference league	O15_FT	36	23	13	0.638889	36	36	2.194444	0.944444	2	11	9	9	5	0.944444	0.638889	0.388889	0.138889	0.250000	0.250000	0.777778	0.611111	0.444444	0.527778	0.250000	0.222222	0.666667	0.222222	0.305556	0.416667	0.277778	0.722222
superliga serbia	TEAM2_SCORE_FT	44	28	16	0.636364	44	44	2.681818	1.272727	6	5	11	7	15	0.863636	0.750000	0.500000	0.340909	0.250000	0.159091	0.818182	0.636364	0.590909	0.409091	0.386364	0.204545	0.681818	0.386364	0.363636	0.477273	0.159091	0.840909
bundesliga	O25_FT	169	107	62	0.633136	169	169	3.201183	1.414201	5	22	35	42	65	0.970414	0.840237	0.633136	0.384615	0.207101	0.248521	0.852071	0.745562	0.627219	0.443787	0.248521	0.307692	0.769231	0.402367	0.372781	0.384615	0.242604	0.757396
coupe de france	HT1X_HOME	76	48	28	0.631579	76	76	3.223684	1.381579	7	8	16	13	32	0.907895	0.802632	0.592105	0.421053	0.210526	0.171053	0.644737	0.763158	0.500000	0.276316	0.263158	0.460526	0.723684	0.368421	0.223684	0.407895	0.368421	0.631579
austrian bundesliga	TEAM2_SCORE_FT	35	22	13	0.628571	35	35	2.628571	1.085714	3	6	8	6	12	0.914286	0.742857	0.514286	0.342857	0.228571	0.171429	0.800000	0.628571	0.514286	0.400000	0.285714	0.314286	0.600000	0.342857	0.285714	0.428571	0.285714	0.714286
ukrainian premier league	HT05	35	22	13	0.628571	35	35	2.514286	1.085714	7	7	4	6	11	0.800000	0.600000	0.485714	0.314286	0.114286	0.171429	0.571429	0.542857	0.314286	0.342857	0.314286	0.342857	0.628571	0.342857	0.342857	0.400000	0.257143	0.742857
primera división paraguay	TEAM1_SCORE_FT	94	59	35	0.627660	94	94	2.148936	0.957447	14	23	24	16	17	0.851064	0.606383	0.351064	0.180851	0.255319	0.170213	0.627660	0.606383	0.382979	0.414894	0.297872	0.287234	0.563830	0.255319	0.223404	0.553191	0.223404	0.776596
scottish cup	TEAM2_SCORE_FT	67	42	25	0.626866	67	67	3.029851	1.283582	4	5	17	19	22	0.940299	0.865672	0.611940	0.328358	0.253731	0.283582	0.805970	0.626866	0.492537	0.552239	0.149254	0.298507	0.746269	0.373134	0.432836	0.328358	0.238806	0.761194
eliteserien	TEAM2_SCORE_FT	24	15	9	0.625000	24	24	3.833333	2.041667	1	3	1	5	14	0.958333	0.833333	0.791667	0.583333	0.041667	0.208333	0.875000	0.625000	0.541667	0.583333	0.041667	0.375000	0.833333	0.583333	0.458333	0.208333	0.333333	0.666667
club friendly games	HT1X_HOME	16	10	6	0.625000	16	16	3.250000	1.500000	3	1	4	0	8	0.812500	0.750000	0.500000	0.500000	0.250000	0.000000	0.750000	0.687500	0.625000	0.375000	0.375000	0.250000	0.687500	0.375000	0.250000	0.375000	0.375000	0.625000
belgian cup	HT1X_HOME	8	5	3	0.625000	8	8	2.250000	1.500000	1	2	2	1	2	0.875000	0.625000	0.375000	0.250000	0.250000	0.125000	0.500000	0.625000	0.250000	0.500000	0.125000	0.375000	0.875000	0.625000	0.250000	0.375000	0.375000	0.625000
belgian cup	O15_FT	8	5	3	0.625000	8	8	2.250000	1.500000	1	2	2	1	2	0.875000	0.625000	0.375000	0.250000	0.250000	0.125000	0.500000	0.625000	0.250000	0.500000	0.125000	0.375000	0.875000	0.625000	0.250000	0.375000	0.375000	0.625000
belgian cup	TEAM2_SCORE_FT	8	5	3	0.625000	8	8	2.250000	1.500000	1	2	2	1	2	0.875000	0.625000	0.375000	0.250000	0.250000	0.125000	0.500000	0.625000	0.250000	0.500000	0.125000	0.375000	0.875000	0.625000	0.250000	0.375000	0.375000	0.625000
russian premier league	HT05	45	28	17	0.622222	45	45	2.133333	0.955556	4	11	15	9	6	0.911111	0.666667	0.333333	0.133333	0.333333	0.200000	0.800000	0.600000	0.488889	0.466667	0.311111	0.222222	0.622222	0.266667	0.266667	0.511111	0.222222	0.777778
czech first league	TEAM2_SCORE_FT	111	69	42	0.621622	111	111	2.621622	1.162162	12	17	26	25	31	0.891892	0.738739	0.504505	0.279279	0.234234	0.225225	0.711712	0.621622	0.441441	0.450450	0.216216	0.333333	0.675676	0.369369	0.279279	0.432432	0.288288	0.711712
mls	O25_FT	155	96	59	0.619355	155	155	3.090323	1.406452	13	28	18	35	61	0.916129	0.735484	0.619355	0.393548	0.116129	0.225806	0.800000	0.664516	0.548387	0.509677	0.212903	0.277419	0.729032	0.387097	0.406452	0.361290	0.232258	0.767742
liga i romania	HT05	34	21	13	0.617647	34	34	2.617647	1.176471	3	4	10	8	9	0.911765	0.794118	0.500000	0.264706	0.294118	0.235294	0.823529	0.705882	0.617647	0.441176	0.323529	0.235294	0.617647	0.411765	0.382353	0.500000	0.117647	0.882353
eredivisie	O25_FT	149	92	57	0.617450	149	149	3.100671	1.436242	8	12	37	35	57	0.946309	0.865772	0.617450	0.382550	0.248322	0.234899	0.852349	0.744966	0.651007	0.436242	0.295302	0.268456	0.778523	0.463087	0.409396	0.342282	0.248322	0.751678
eredivisie	U35_FT	149	92	57	0.617450	149	149	3.100671	1.436242	8	12	37	35	57	0.946309	0.865772	0.617450	0.382550	0.248322	0.234899	0.852349	0.744966	0.651007	0.436242	0.295302	0.268456	0.778523	0.463087	0.409396	0.342282	0.248322	0.751678
liga pro ecuador	O15_FT	107	66	41	0.616822	107	107	2.009346	0.841121	15	26	30	21	15	0.859813	0.616822	0.336449	0.140187	0.280374	0.196262	0.691589	0.588785	0.420561	0.448598	0.308411	0.242991	0.588785	0.205607	0.308411	0.495327	0.196262	0.803738
bundesliga	U35_FT	169	104	65	0.615385	169	169	3.201183	1.414201	5	22	35	42	65	0.970414	0.840237	0.633136	0.384615	0.207101	0.248521	0.852071	0.745562	0.627219	0.443787	0.248521	0.307692	0.769231	0.402367	0.372781	0.384615	0.242604	0.757396
liga portugal 2	TEAM2_SCORE_FT	156	96	60	0.615385	156	156	2.423077	0.948718	17	39	26	40	34	0.891026	0.641026	0.474359	0.217949	0.166667	0.256410	0.711538	0.615385	0.435897	0.467949	0.217949	0.314103	0.583333	0.250000	0.288462	0.512821	0.198718	0.801282
scottish cup	O25_FT	67	41	26	0.611940	67	67	3.029851	1.283582	4	5	17	19	22	0.940299	0.865672	0.611940	0.328358	0.253731	0.283582	0.805970	0.626866	0.492537	0.552239	0.149254	0.298507	0.746269	0.373134	0.432836	0.328358	0.238806	0.761194
uefa europa conference league	TEAM2_SCORE_FT	36	22	14	0.611111	36	36	2.194444	0.944444	2	11	9	9	5	0.944444	0.638889	0.388889	0.138889	0.250000	0.250000	0.777778	0.611111	0.444444	0.527778	0.250000	0.222222	0.666667	0.222222	0.305556	0.416667	0.277778	0.722222
mls	U35_FT	155	94	61	0.606452	155	155	3.090323	1.406452	13	28	18	35	61	0.916129	0.735484	0.619355	0.393548	0.116129	0.225806	0.800000	0.664516	0.548387	0.509677	0.212903	0.277419	0.729032	0.387097	0.406452	0.361290	0.232258	0.767742
primera división paraguay	O15_FT	94	57	37	0.606383	94	94	2.148936	0.957447	14	23	24	16	17	0.851064	0.606383	0.351064	0.180851	0.255319	0.170213	0.627660	0.606383	0.382979	0.414894	0.297872	0.287234	0.563830	0.255319	0.223404	0.553191	0.223404	0.776596
primera división paraguay	TEAM2_SCORE_FT	94	57	37	0.606383	94	94	2.148936	0.957447	14	23	24	16	17	0.851064	0.606383	0.351064	0.180851	0.255319	0.170213	0.627660	0.606383	0.382979	0.414894	0.297872	0.287234	0.563830	0.255319	0.223404	0.553191	0.223404	0.776596
russian premier league	TEAM2_SCORE_FT	45	27	18	0.600000	45	45	2.133333	0.955556	4	11	15	9	6	0.911111	0.666667	0.333333	0.133333	0.333333	0.200000	0.800000	0.600000	0.488889	0.466667	0.311111	0.222222	0.622222	0.266667	0.266667	0.511111	0.222222	0.777778
austrian bundesliga	HT05	35	21	14	0.600000	35	35	2.628571	1.085714	3	6	8	6	12	0.914286	0.742857	0.514286	0.342857	0.228571	0.171429	0.800000	0.628571	0.514286	0.400000	0.285714	0.314286	0.600000	0.342857	0.285714	0.428571	0.285714	0.714286
ukrainian premier league	O15_FT	35	21	14	0.600000	35	35	2.514286	1.085714	7	7	4	6	11	0.800000	0.600000	0.485714	0.314286	0.114286	0.171429	0.571429	0.542857	0.314286	0.342857	0.314286	0.342857	0.628571	0.342857	0.342857	0.400000	0.257143	0.742857
taça de portugal	TEAM2_SCORE_FT	25	15	10	0.600000	25	25	2.560000	1.080000	3	4	4	8	6	0.880000	0.720000	0.560000	0.240000	0.160000	0.320000	0.680000	0.600000	0.400000	0.520000	0.200000	0.280000	0.680000	0.280000	0.360000	0.440000	0.200000	0.800000
primera división peru	O15_FT	15	9	6	0.600000	15	15	2.466667	1.000000	1	5	1	5	3	0.933333	0.600000	0.533333	0.200000	0.066667	0.333333	0.666667	0.666667	0.400000	0.533333	0.066667	0.400000	0.666667	0.333333	0.400000	0.333333	0.266667	0.733333
allsvenskan	HT1X_HOME	10	6	4	0.600000	10	10	3.400000	1.600000	1	0	1	4	4	0.900000	0.900000	0.800000	0.400000	0.100000	0.400000	0.700000	0.700000	0.500000	0.400000	0.200000	0.400000	0.800000	0.600000	0.400000	0.200000	0.400000	0.600000
allsvenskan	U35_FT	10	6	4	0.600000	10	10	3.400000	1.600000	1	0	1	4	4	0.900000	0.900000	0.800000	0.400000	0.100000	0.400000	0.700000	0.700000	0.500000	0.400000	0.200000	0.400000	0.800000	0.600000	0.400000	0.200000	0.400000	0.600000
league cup	TEAM1_SCORE_FT	5	3	2	0.600000	5	5	2.800000	0.800000	0	1	2	0	2	1.000000	0.800000	0.400000	0.400000	0.400000	0.000000	0.600000	0.800000	0.400000	0.400000	0.000000	0.600000	0.400000	0.200000	0.200000	0.600000	0.200000	0.800000
league cup	TEAM2_WIN_FT	5	3	2	0.600000	5	5	2.800000	0.800000	0	1	2	0	2	1.000000	0.800000	0.400000	0.400000	0.400000	0.000000	0.600000	0.800000	0.400000	0.400000	0.000000	0.600000	0.400000	0.200000	0.200000	0.600000	0.200000	0.800000
league cup	U35_FT	5	3	2	0.600000	5	5	2.800000	0.800000	0	1	2	0	2	1.000000	0.800000	0.400000	0.400000	0.400000	0.000000	0.600000	0.800000	0.400000	0.400000	0.000000	0.600000	0.400000	0.200000	0.200000	0.600000	0.200000	0.800000
liga profesional argentina	HT05	215	128	87	0.595349	215	215	1.911628	0.874419	39	57	50	41	28	0.818605	0.553488	0.320930	0.130233	0.232558	0.190698	0.660465	0.558140	0.400000	0.400000	0.325581	0.274419	0.595349	0.209302	0.302326	0.465116	0.232558	0.767442
coupe de france	O25_FT	76	45	31	0.592105	76	76	3.223684	1.381579	7	8	16	13	32	0.907895	0.802632	0.592105	0.421053	0.210526	0.171053	0.644737	0.763158	0.500000	0.276316	0.263158	0.460526	0.723684	0.368421	0.223684	0.407895	0.368421	0.631579
primera división chile	O15_FT	22	13	9	0.590909	22	22	2.318182	0.636364	1	8	2	8	3	0.954545	0.590909	0.500000	0.136364	0.090909	0.363636	0.681818	0.681818	0.409091	0.545455	0.136364	0.318182	0.454545	0.136364	0.272727	0.590909	0.136364	0.863636
liga pro ecuador	HT05	107	63	44	0.588785	107	107	2.009346	0.841121	15	26	30	21	15	0.859813	0.616822	0.336449	0.140187	0.280374	0.196262	0.691589	0.588785	0.420561	0.448598	0.308411	0.242991	0.588785	0.205607	0.308411	0.495327	0.196262	0.803738
liga pro ecuador	TEAM2_SCORE_FT	107	63	44	0.588785	107	107	2.009346	0.841121	15	26	30	21	15	0.859813	0.616822	0.336449	0.140187	0.280374	0.196262	0.691589	0.588785	0.420561	0.448598	0.308411	0.242991	0.588785	0.205607	0.308411	0.495327	0.196262	0.803738
copa del rey	U35_FT	17	10	7	0.588235	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882
primera a colombia	TEAM2_SCORE_FT	176	103	73	0.585227	176	176	2.386364	1.096591	19	33	48	43	33	0.892045	0.704545	0.431818	0.187500	0.272727	0.244318	0.806818	0.585227	0.500000	0.482955	0.312500	0.204545	0.681818	0.295455	0.380682	0.448864	0.170455	0.829545
liga portugal 2	HT05	156	91	65	0.583333	156	156	2.423077	0.948718	17	39	26	40	34	0.891026	0.641026	0.474359	0.217949	0.166667	0.256410	0.711538	0.615385	0.435897	0.467949	0.217949	0.314103	0.583333	0.250000	0.288462	0.512821	0.198718	0.801282
eliteserien	TEAM1_WIN_FT	24	14	10	0.583333	24	24	3.833333	2.041667	1	3	1	5	14	0.958333	0.833333	0.791667	0.583333	0.041667	0.208333	0.875000	0.625000	0.541667	0.583333	0.041667	0.375000	0.833333	0.583333	0.458333	0.208333	0.333333	0.666667
uefa wc qualifiers	HT05	12	7	5	0.583333	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667
uefa wc qualifiers	U35_FT	12	7	5	0.583333	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667
coupe de france	U35_FT	76	44	32	0.578947	76	76	3.223684	1.381579	7	8	16	13	32	0.907895	0.802632	0.592105	0.421053	0.210526	0.171053	0.644737	0.763158	0.500000	0.276316	0.263158	0.460526	0.723684	0.368421	0.223684	0.407895	0.368421	0.631579
ekstraklasa	O25_FT	40	23	17	0.575000	40	40	2.775000	1.200000	3	4	10	12	11	0.925000	0.825000	0.575000	0.275000	0.250000	0.300000	0.825000	0.725000	0.625000	0.425000	0.250000	0.325000	0.675000	0.375000	0.300000	0.425000	0.275000	0.725000
liga portugal	O25_FT	155	89	66	0.574194	155	155	2.741935	1.212903	9	28	29	41	48	0.941935	0.761290	0.574194	0.309677	0.187097	0.264516	0.787097	0.645161	0.490323	0.464516	0.251613	0.283871	0.677419	0.348387	0.322581	0.432258	0.245161	0.754839
2. bundesliga	O25_FT	150	86	64	0.573333	150	150	2.946667	1.393333	9	18	37	39	47	0.940000	0.820000	0.573333	0.313333	0.246667	0.260000	0.826667	0.726667	0.613333	0.446667	0.253333	0.300000	0.726667	0.380000	0.340000	0.386667	0.273333	0.726667
ukrainian premier league	TEAM1_SCORE_FT	35	20	15	0.571429	35	35	2.514286	1.085714	7	7	4	6	11	0.800000	0.600000	0.485714	0.314286	0.114286	0.171429	0.571429	0.542857	0.314286	0.342857	0.314286	0.342857	0.628571	0.342857	0.342857	0.400000	0.257143	0.742857
superligaen	O25_FT	95	54	41	0.568421	95	95	2.842105	1.126316	4	15	22	25	29	0.957895	0.800000	0.568421	0.305263	0.231579	0.263158	0.789474	0.747368	0.578947	0.421053	0.231579	0.347368	0.673684	0.315789	0.252632	0.442105	0.305263	0.694737
super lig	O25_FT	141	80	61	0.567376	141	141	2.702128	1.127660	12	18	31	40	40	0.914894	0.787234	0.567376	0.283688	0.219858	0.283688	0.780142	0.680851	0.546099	0.432624	0.276596	0.290780	0.673759	0.354610	0.340426	0.453901	0.205674	0.794326
serie a brazil	TEAM2_SCORE_FT	157	89	68	0.566879	157	157	2.312102	1.108280	19	37	34	35	32	0.878981	0.643312	0.426752	0.203822	0.216561	0.222930	0.757962	0.566879	0.445860	0.490446	0.292994	0.216561	0.707006	0.312102	0.407643	0.426752	0.165605	0.834395
primera división paraguay	HT05	94	53	41	0.563830	94	94	2.148936	0.957447	14	23	24	16	17	0.851064	0.606383	0.351064	0.180851	0.255319	0.170213	0.627660	0.606383	0.382979	0.414894	0.297872	0.287234	0.563830	0.255319	0.223404	0.553191	0.223404	0.776596
uefa champions league	U35_FT	94	53	41	0.563830	94	94	3.595745	1.563830	4	6	21	22	41	0.957447	0.893617	0.670213	0.436170	0.223404	0.234043	0.819149	0.712766	0.574468	0.521277	0.127660	0.351064	0.744681	0.500000	0.382979	0.404255	0.212766	0.787234
hnl croatia	O25_FT	25	14	11	0.560000	25	25	2.760000	1.320000	2	4	5	5	9	0.920000	0.760000	0.560000	0.360000	0.200000	0.200000	0.840000	0.760000	0.680000	0.360000	0.360000	0.280000	0.760000	0.440000	0.240000	0.440000	0.320000	0.680000
taça de portugal	O25_FT	25	14	11	0.560000	25	25	2.560000	1.080000	3	4	4	8	6	0.880000	0.720000	0.560000	0.240000	0.160000	0.320000	0.680000	0.600000	0.400000	0.520000	0.200000	0.280000	0.680000	0.280000	0.360000	0.440000	0.200000	0.800000
liga profesional argentina	TEAM2_SCORE_FT	215	120	95	0.558140	215	215	1.911628	0.874419	39	57	50	41	28	0.818605	0.553488	0.320930	0.130233	0.232558	0.190698	0.660465	0.558140	0.400000	0.400000	0.325581	0.274419	0.595349	0.209302	0.302326	0.465116	0.232558	0.767442
liga mx	O25_FT	167	93	74	0.556886	167	167	2.730539	1.281437	17	23	34	44	49	0.898204	0.760479	0.556886	0.293413	0.203593	0.263473	0.790419	0.682635	0.574850	0.455090	0.251497	0.293413	0.700599	0.389222	0.419162	0.407186	0.173653	0.826347
liga profesional argentina	O15_FT	215	119	96	0.553488	215	215	1.911628	0.874419	39	57	50	41	28	0.818605	0.553488	0.320930	0.130233	0.232558	0.190698	0.660465	0.558140	0.400000	0.400000	0.325581	0.274419	0.595349	0.209302	0.302326	0.465116	0.232558	0.767442
scottish cup	TEAM1_WIN_FT	67	37	30	0.552239	67	67	3.029851	1.283582	4	5	17	19	22	0.940299	0.865672	0.611940	0.328358	0.253731	0.283582	0.805970	0.626866	0.492537	0.552239	0.149254	0.298507	0.746269	0.373134	0.432836	0.328358	0.238806	0.761194
j1 league	HT05	20	11	9	0.550000	20	20	2.050000	0.750000	2	7	4	2	5	0.900000	0.550000	0.350000	0.250000	0.200000	0.100000	0.700000	0.550000	0.350000	0.500000	0.200000	0.300000	0.550000	0.200000	0.300000	0.550000	0.150000	0.850000
j1 league	O15_FT	20	11	9	0.550000	20	20	2.050000	0.750000	2	7	4	2	5	0.900000	0.550000	0.350000	0.250000	0.200000	0.100000	0.700000	0.550000	0.350000	0.500000	0.200000	0.300000	0.550000	0.200000	0.300000	0.550000	0.150000	0.850000
j1 league	TEAM2_SCORE_FT	20	11	9	0.550000	20	20	2.050000	0.750000	2	7	4	2	5	0.900000	0.550000	0.350000	0.250000	0.200000	0.100000	0.700000	0.550000	0.350000	0.500000	0.200000	0.300000	0.550000	0.200000	0.300000	0.550000	0.150000	0.850000
primera división chile	TEAM1_WIN_FT	22	12	10	0.545455	22	22	2.318182	0.636364	1	8	2	8	3	0.954545	0.590909	0.500000	0.136364	0.090909	0.363636	0.681818	0.681818	0.409091	0.545455	0.136364	0.318182	0.454545	0.136364	0.272727	0.590909	0.136364	0.863636
ukrainian premier league	TEAM2_SCORE_FT	35	19	16	0.542857	35	35	2.514286	1.085714	7	7	4	6	11	0.800000	0.600000	0.485714	0.314286	0.114286	0.171429	0.571429	0.542857	0.314286	0.342857	0.314286	0.342857	0.628571	0.342857	0.342857	0.400000	0.257143	0.742857
premier league	O25_FT	194	105	89	0.541237	194	194	2.721649	1.231959	16	28	45	48	57	0.917526	0.773196	0.541237	0.293814	0.231959	0.247423	0.742268	0.752577	0.577320	0.386598	0.273196	0.340206	0.711340	0.345361	0.335052	0.386598	0.278351	0.721649
saudi arabia	O25_FT	191	103	88	0.539267	191	191	2.890052	1.293194	8	33	47	38	65	0.958115	0.785340	0.539267	0.340314	0.246073	0.198953	0.801047	0.712042	0.554974	0.465969	0.230366	0.303665	0.753927	0.371728	0.319372	0.403141	0.277487	0.722513
ligue 1	O25_FT	156	84	72	0.538462	156	156	2.801282	1.275641	15	25	32	33	51	0.903846	0.743590	0.538462	0.326923	0.205128	0.211538	0.737179	0.679487	0.512821	0.423077	0.256410	0.320513	0.737179	0.358974	0.339744	0.378205	0.282051	0.717949
primera división peru	O25_FT	15	8	7	0.533333	15	15	2.466667	1.000000	1	5	1	5	3	0.933333	0.600000	0.533333	0.200000	0.066667	0.333333	0.666667	0.666667	0.400000	0.533333	0.066667	0.400000	0.666667	0.333333	0.400000	0.333333	0.266667	0.733333
primera división peru	TEAM1_WIN_FT	15	8	7	0.533333	15	15	2.466667	1.000000	1	5	1	5	3	0.933333	0.600000	0.533333	0.200000	0.066667	0.333333	0.666667	0.666667	0.400000	0.533333	0.066667	0.400000	0.666667	0.333333	0.400000	0.333333	0.266667	0.733333
laliga	O25_FT	182	97	85	0.532967	182	182	2.807692	1.175824	5	32	48	47	50	0.972527	0.796703	0.532967	0.274725	0.263736	0.258242	0.824176	0.769231	0.620879	0.489011	0.247253	0.263736	0.697802	0.335165	0.357143	0.423077	0.219780	0.780220
premiership	O25_FT	117	62	55	0.529915	117	117	2.863248	1.282051	8	20	27	22	40	0.931624	0.760684	0.529915	0.341880	0.230769	0.188034	0.820513	0.641026	0.529915	0.504274	0.213675	0.282051	0.760684	0.350427	0.427350	0.350427	0.222222	0.777778
super league greece	O25_FT	34	18	16	0.529412	34	34	2.617647	1.352941	2	5	9	11	7	0.941176	0.794118	0.529412	0.205882	0.264706	0.323529	0.705882	0.676471	0.441176	0.411765	0.176471	0.411765	0.794118	0.411765	0.294118	0.382353	0.323529	0.676471
copa del rey	TEAM2_WIN_FT	17	9	8	0.529412	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882
uefa europa conference league	TEAM1_WIN_FT	36	19	17	0.527778	36	36	2.194444	0.944444	2	11	9	9	5	0.944444	0.638889	0.388889	0.138889	0.250000	0.250000	0.777778	0.611111	0.444444	0.527778	0.250000	0.222222	0.666667	0.222222	0.305556	0.416667	0.277778	0.722222
uefa europa league	O25_FT	112	59	53	0.526786	112	112	2.812500	1.375000	3	23	27	26	33	0.973214	0.767857	0.526786	0.294643	0.241071	0.232143	0.821429	0.669643	0.517857	0.526786	0.187500	0.285714	0.785714	0.419643	0.392857	0.312500	0.294643	0.705357
uefa europa league	TEAM1_WIN_FT	112	59	53	0.526786	112	112	2.812500	1.375000	3	23	27	26	33	0.973214	0.767857	0.526786	0.294643	0.241071	0.232143	0.821429	0.669643	0.517857	0.526786	0.187500	0.285714	0.785714	0.419643	0.392857	0.312500	0.294643	0.705357
